Compound Type	Standard Deviation	Docking Strategy
Fragments (667)	0.06889	SMINA
Fragments (667)	0.07037	SMINA
Fragments (667)	0.19181	SMINA
Fragments (667)	0.0909	SMINA
Fragments (667)	0.09686	SMINA
Fragments (667)	0.13554	SMINA
Fragments (667)	0.19753	SMINA
Fragments (667)	0.14475	SMINA
Fragments (667)	0.15228	SMINA
Fragments (667)	0.07044	SMINA
Fragments (667)	0.07525	SMINA
Fragments (667)	0.07142	SMINA
Fragments (667)	0.08655	SMINA
Fragments (667)	0.08689	SMINA
Fragments (667)	0.14394	SMINA
Fragments (667)	0.10603	SMINA
Fragments (667)	0.11085	SMINA
Fragments (667)	0.08811	SMINA
Fragments (667)	0.09145	SMINA
Fragments (667)	0.0873	SMINA
Fragments (667)	0.08869	SMINA
Fragments (667)	0.09906	SMINA
Fragments (667)	0.10123	SMINA
Fragments (667)	0.05531	SMINA
Fragments (667)	0.05697	SMINA
Fragments (667)	0.04419	SMINA
Fragments (667)	0.07427	SMINA
Fragments (667)	0.07149	SMINA
Fragments (667)	0.16305	SMINA
Fragments (667)	0.11454	SMINA
Fragments (667)	0.1229	SMINA
Fragments (667)	0.09426	SMINA
Fragments (667)	0.08818	SMINA
Fragments (667)	0.09021	SMINA
Fragments (667)	0.08603	SMINA
Fragments (667)	0.08751	SMINA
Fragments (667)	0.08768	SMINA
Fragments (667)	0.13442	SMINA
Fragments (667)	0.11335	SMINA
Fragments (667)	0.11164	SMINA
Fragments (667)	0.10552	SMINA
Fragments (667)	0.10834	SMINA
Fragments (667)	0.10554	SMINA
Fragments (667)	0.14856	SMINA
Fragments (667)	0.14024	SMINA
Fragments (667)	0.13637	SMINA
Fragments (667)	0.14373	SMINA
Fragments (667)	0.1272	SMINA
Fragments (667)	0.13385	SMINA
Fragments (667)	0.1411	SMINA
Fragments (667)	0.14454	SMINA
Fragments (667)	0.13198	SMINA
Fragments (667)	0.13447	SMINA
Fragments (667)	0.12635	SMINA
Fragments (667)	0.11907	SMINA
Fragments (667)	0.14626	SMINA
Fragments (667)	0.1374	SMINA
Fragments (667)	0.13838	SMINA
Fragments (667)	0.13821	SMINA
Fragments (667)	0.136	SMINA
Fragments (667)	0.12859	SMINA
Fragments (667)	0.13286	SMINA
Fragments (667)	0.13629	SMINA
Fragments (667)	0.13631	SMINA
Fragments (667)	0.13947	SMINA
Fragments (667)	0.12207	SMINA
Fragments (667)	0.15868	SMINA
Fragments (667)	0.14462	SMINA
Fragments (667)	0.13987	SMINA
Fragments (667)	0.13021	SMINA
Fragments (667)	0.12431	SMINA
Fragments (667)	0.12633	SMINA
Fragments (667)	0.12065	SMINA
Fragments (667)	0.09608	SMINA
Fragments (667)	0.08448	SMINA
Fragments (667)	0.09333	SMINA
Fragments (667)	0.09614	SMINA
Fragments (667)	0.06539	SMINA
Fragments (667)	0.06843	SMINA
Fragments (667)	0.06655	SMINA
Fragments (667)	0.07124	SMINA
Fragments (667)	0.07468	SMINA
Fragments (667)	0.07386	SMINA
Fragments (667)	0.14267	SMINA
Fragments (667)	0.08418	SMINA
Fragments (667)	0.09708	SMINA
Fragments (667)	0.07668	SMINA
Fragments (667)	0.07695	SMINA
Fragments (667)	0.07534	SMINA
Fragments (667)	0.07689	SMINA
Fragments (667)	0.07927	SMINA
Fragments (667)	0.08146	SMINA
Fragments (667)	0.07756	SMINA
Fragments (667)	0.08154	SMINA
Fragments (667)	0.08115	SMINA
Fragments (667)	0.07958	SMINA
Fragments (667)	0.08083	SMINA
Fragments (667)	0.12734	SMINA
Fragments (667)	0.14074	SMINA
Fragments (667)	0.13886	SMINA
Fragments (667)	0.077	SMINA
Fragments (667)	0.07732	SMINA
Fragments (667)	0.07917	SMINA
Fragments (667)	0.17514	SMINA
Fragments (667)	0.16836	SMINA
Fragments (667)	0.10418	SMINA
Fragments (667)	0.10697	SMINA
Fragments (667)	0.13995	SMINA
Fragments (667)	0.15187	SMINA
Fragments (667)	0.17775	SMINA
Fragments (667)	0.14438	SMINA
Fragments (667)	0.15419	SMINA
Fragments (667)	0.08575	SMINA
Fragments (667)	0.1429	SMINA
Fragments (667)	0.14575	SMINA
Fragments (667)	0.07647	SMINA
Fragments (667)	0.11891	SMINA
Fragments (667)	0.07522	SMINA
Fragments (667)	0.06811	SMINA
Fragments (667)	0.11907	SMINA
Fragments (667)	0.12529	SMINA
Fragments (667)	0.08321	SMINA
Fragments (667)	0.08966	SMINA
Fragments (667)	0.07226	SMINA
Fragments (667)	0.10907	SMINA
Fragments (667)	0.10111	SMINA
Fragments (667)	0.09013	SMINA
Fragments (667)	0.16401	SMINA
Fragments (667)	0.06578	SMINA
Fragments (667)	0.06238	SMINA
Fragments (667)	0.06094	SMINA
Fragments (667)	0.12176	SMINA
Fragments (667)	0.12875	SMINA
Fragments (667)	0.07828	SMINA
Fragments (667)	0.07978	SMINA
Fragments (667)	0.05856	SMINA
Fragments (667)	0.10058	SMINA
Fragments (667)	0.15974	SMINA
